id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
1034552,1264374,5000.0,5000.0,5000.0, 36 months,13.49,169.66,C,C1,Car sound exhaust systems inc,6 years,RENT,40752.0,Not Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034552,,other,personal ,926xx,CA,23.5,0.0,May-2007,1.0,,,12.0,0.0,4475.0,40.0,13.0,f,0.0,0.0,6104.80673751,6104.81,5000.0,1104.81,0.0,0.0,0.0,Dec-2014,178.15,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034550,1264371,8400.0,8400.0,8400.0, 36 months,6.62,257.92,A,A2,USA Childrens & Womens Hospital,1 year,MORTGAGE,62000.0,Source Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034550,,debt_consolidation,Debt Consolidation Loan,366xx,AL,1.84,0.0,Oct-1983,0.0,,,16.0,0.0,2611.0,74.6,33.0,f,0.0,0.0,9282.61890913,9282.62,8400.0,882.62,0.0,0.0,0.0,Dec-2014,273.1,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034733,1264533,25000.0,25000.0,25000.0, 60 months,18.64,643.58,E,E1,,10+ years,RENT,50000.0,Source Verified,Dec-2011,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034733,"The time is right to expand my successful Production and Post Sound business.  During the past several years I've created a trusted and solid reputation for myself in the the worlds of Television and Film. I continue to work successfully in Production and Post Sound with award winning clients including; American Film Institute, Bravo, Discovery and National Geographic.  I've refrained from adding credits to maintain anonymity, as my IMDB is quite extensive.  I am the go to Production and Post Sound Expert for many A-list and well known film makers.  My clientele base has grown steadily and I need to purchase a few pieces of equipment to keep up and reduce my overhead.  The elimination of that overhead will allow me to competitively bid on films and television shows, whether their budgets be large and more importantly small. The reduced need to Rent equipment to conduct business will give me access to a much larger market; specifically the myriad of independent films, reality television shows and documentaries produced in today's economy  Thank you and All my best.",small_business,Small Business Loan,917xx,CA,5.81,0.0,Nov-2000,0.0,,,2.0,0.0,6054.0,96.1,7.0,f,0.0,0.0,6453.66,6453.66,2154.63,2989.53,0.0,1309.5,235.71,Aug-2012,643.58,,Feb-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034539,1264360,24000.0,24000.0,24000.0, 60 months,17.58,603.98,D,D4,Putnam Lexus,< 1 year,RENT,72000.0,Source Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034539,  Borrower added on 11/21/11 > this fund is primarily for cash flow flexibility and some debt consolidation.  Im a good borrower because of my good credit and previous history of borrowing loans. My job is really stable. <br>,major_purchase,Major Expense,951xx,CA,20.48,0.0,Oct-2003,0.0,,,9.0,0.0,17099.0,60.9,16.0,f,0.0,0.0,35499.2600161,35499.26,24000.0,11499.26,0.0,0.0,0.0,Nov-2015,7716.18,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034722,1264521,4800.0,4800.0,4800.0, 36 months,7.9,150.2,A,A4,dept. of homeland security,4 years,RENT,95000.0,Source Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034722,,debt_consolidation,Debt Consolidation Loan,910xx,CA,10.74,0.0,Jun-1999,3.0,35.0,,10.0,0.0,17456.0,55.0,26.0,f,0.0,0.0,4950.02,4950.02,4800.0,150.02,0.0,0.0,0.0,May-2012,4350.08,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034529,1264348,14000.0,14000.0,14000.0, 36 months,14.65,482.92,C,C3,Stillwater Medical Center,10+ years,MORTGAGE,78000.0,Verified,Nov-2011,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034529,,debt_consolidation,My Smart loan,746xx,OK,25.97,0.0,Mar-1995,8.0,,,13.0,0.0,264.0,1.1,39.0,f,0.0,0.0,3860.27,3860.27,2599.22,1261.05,0.0,0.0,0.0,Aug-2012,965.84,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034518,1264334,7000.0,7000.0,7000.0, 36 months,13.49,237.52,C,C1,Raytheon,10+ years,MORTGAGE,125000.0,Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034518,,debt_consolidation,Payoff plan,913xx,CA,23.6,1.0,Aug-1984,0.0,10.0,,16.0,0.0,101287.0,85.1,39.0,f,0.0,0.0,8546.91596883,8546.92,7000.0,1546.92,0.0,0.0,0.0,Dec-2014,249.06,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034517,1264333,15000.0,15000.0,15000.0, 36 months,16.77,533.08,D,D2,Lockheed Martin,3 years,RENT,50000.0,Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034517,,debt_consolidation,Debt Consolidation Loan,931xx,CA,16.13,0.0,Feb-2005,1.0,,,7.0,0.0,6613.0,79.7,14.0,f,0.0,0.0,19183.2608943,19183.26,15000.0,4183.26,0.0,0.0,0.0,Dec-2014,552.5,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034507,1264321,13000.0,13000.0,13000.0, 36 months,12.42,434.4,B,B4,King Soopers,7 years,RENT,38000.0,Not Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034507,,credit_card,first loan,805xx,CO,7.77,0.0,May-2006,1.0,,,5.0,0.0,11285.0,68.0,8.0,f,0.0,0.0,15634.4095397,15634.41,13000.0,2634.41,0.0,0.0,0.0,Dec-2014,448.87,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034512,1264327,30000.0,30000.0,30000.0, 36 months,14.27,1029.27,C,C2,Dell,1 year,MORTGAGE,125000.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034512,,credit_card,credit card consolidation,951xx,CA,13.93,0.0,Sep-2000,0.0,,,19.0,0.0,15908.0,47.0,47.0,f,0.0,0.0,31045.7,31045.7,30000.0,1045.7,0.0,0.0,0.0,Mar-2012,28995.63,,Mar-2012,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034692,1264290,6400.0,6400.0,6400.0, 36 months,8.9,203.23,A,A5,,4 years,RENT,32000.0,Not Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034692,  Borrower added on 11/19/11 > I have been writing IT software for companies for 4 years now.  I need this capital to fund my new business project.  My income has been steady and I will have no trouble repaying the loan.<br>,small_business,Capital to fund Business,232xx,VA,9.26,0.0,May-1999,0.0,,,7.0,0.0,7023.0,69.5,12.0,f,0.0,0.0,7331.05903403,7331.06,6400.0,916.09,14.9736427123,0.0,0.0,Dec-2014,211.39,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034684,1264281,5650.0,5650.0,5650.0, 36 months,9.91,182.08,B,B1,Signal CDID (Civil Service),10+ years,RENT,51000.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034684,"  Borrower added on 11/19/11 > Pay off two credit cards totaling approx $5,000, Dell approx $3300 which has a high interest rate, and several smaller bills<br>",debt_consolidation,Debt Consolidation Loan,304xx,GA,17.29,0.0,Jul-1996,0.0,,,11.0,0.0,10222.0,56.8,13.0,f,0.0,0.0,6553.0539197,6553.05,5650.0,903.05,0.0,0.0,0.0,Dec-2014,188.57,,Dec-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034502,1264316,7000.0,7000.0,7000.0, 36 months,7.51,217.78,A,A3,Frontier Communications ,7 years,RENT,60000.0,Not Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034502,,major_purchase,Major Purchase Loan,982xx,WA,25.56,0.0,Nov-1999,0.0,,,13.0,0.0,4202.0,19.4,23.0,f,0.0,0.0,7838.42726762,7838.43,7000.0,838.43,0.0,0.0,0.0,Dec-2014,227.05,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034463,1264076,8500.0,8500.0,8500.0, 36 months,11.71,281.15,B,B3,subaru sherman oaks,3 years,RENT,25000.0,Source Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034463,,debt_consolidation,debt consolidation,914xx,CA,18.43,0.0,Nov-2006,0.0,,,6.0,0.0,12374.0,85.3,6.0,f,0.0,0.0,10115.2473779,10115.25,8500.0,1615.25,0.0,0.0,0.0,Nov-2014,572.26,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034368,1263970,28000.0,28000.0,27975.0, 60 months,15.96,680.32,C,C5,Snap-on Tools,3 years,MORTGAGE,60000.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034368,  Borrower added on 11/19/11 > Plan to streamline monthly budget by eliminating multiple payments<br>reducing from 20% to 16% of monthly expenses Have paid off two auto loans and larger medical bills-dependable and responsible. Very stable job with 90 year old company selling professional grade tools to automotive mechanics. <br>,debt_consolidation,debt consolidation,546xx,WI,8.32,0.0,Jan-1998,1.0,,,4.0,0.0,14537.0,89.8,11.0,f,0.0,0.0,34868.07,34836.99,27999.99,6868.08,0.0,0.0,0.0,Sep-2013,21300.26,,Sep-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1030638,1260052,7000.0,7000.0,7000.0, 36 months,7.51,217.78,A,A3,Pacific Engineers Group,6 years,RENT,37740.0,Source Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030638,,credit_card,Credit Card Refinance,917xx,CA,16.72,0.0,Oct-2004,0.0,,,10.0,0.0,5723.0,18.3,12.0,f,0.0,0.0,7838.11038153,7838.11,7000.0,838.11,0.0,0.0,0.0,Dec-2014,229.07,,Jul-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034454,1264067,30000.0,30000.0,29997.6069775, 60 months,20.89,809.75,F,F1,G4S Secure Solutions USA ,5 years,MORTGAGE,96000.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034454,,credit_card,Credit Card Consolidation,853xx,AZ,14.6,1.0,Aug-1985,0.0,10.0,,12.0,0.0,26422.0,66.6,37.0,f,0.0,0.0,37695.74,37689.0,30000.0,7695.74,0.0,0.0,0.0,Apr-2013,25565.17,,Mar-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034632,1264221,20000.0,20000.0,20000.0, 36 months,12.69,670.9,B,B5,University of California,2 years,RENT,94500.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034632,  Borrower added on 11/19/11 > I am looking for a credit consolidation. Thank you very much for helping me.<br><br>,debt_consolidation,Credit,946xx,CA,21.3,0.0,Sep-1992,0.0,,,17.0,0.0,26095.0,74.2,28.0,f,0.0,0.0,21007.07,21007.07,20000.0,1007.07,0.0,0.0,0.0,May-2012,18331.23,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034427,1264037,6000.0,6000.0,6000.0, 36 months,14.27,205.86,C,C2,James L. Smith,10+ years,RENT,32000.0,Not Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034427,,debt_consolidation,freedom,951xx,CA,21.94,3.0,May-2001,3.0,12.0,,14.0,0.0,8361.0,66.7,34.0,f,0.0,0.0,7407.92840647,7407.93,6000.0,1407.93,0.0,0.0,0.0,Dec-2014,214.27,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034418,1264025,10000.0,10000.0,10000.0, 36 months,7.9,312.91,A,A4,DA Heating,9 years,MORTGAGE,72000.0,Source Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034418,,car,Install Truck,531xx,WI,15.12,0.0,Jul-1999,5.0,39.0,,6.0,0.0,6134.0,38.3,46.0,f,0.0,0.0,11082.15,11082.15,10000.0,1082.15,0.0,0.0,0.0,Nov-2013,4204.95,,Mar-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034587,1264174,12000.0,12000.0,12000.0, 36 months,7.9,375.49,A,A4,Harvey Nash Inc,5 years,RENT,100000.0,Not Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034587,  Borrower added on 11/21/11 > Debt Consolidated/Monthly Budget is $500/i've been in my current company more than 5 years<br>,debt_consolidation,Debt Consolidation Loan,076xx,NJ,18.2,0.0,May-1997,0.0,,,13.0,0.0,27844.0,75.5,25.0,f,0.0,0.0,13479.3011419,13479.3,12000.0,1479.3,0.0,0.0,0.0,Jul-2014,2225.52,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1025155,1254294,12500.0,12500.0,12500.0, 60 months,21.28,340.14,F,F2,SYSTEMART LLC,< 1 year,MORTGAGE,100000.0,Source Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1025155,,home_improvement,HOME IMPROVEMENT,907xx,CA,5.48,0.0,Dec-2007,1.0,,,5.0,0.0,2094.0,27.6,7.0,f,0.0,0.0,18599.4416815,18599.44,12500.0,6099.44,0.0,0.0,0.0,Oct-2014,7377.42,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034346,1263946,15000.0,15000.0,14925.0, 60 months,10.65,323.53,B,B2,Coastal Pet Products,10+ years,MORTGAGE,64800.0,Not Verified,Dec-2011,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034346,  Borrower added on 11/27/11 > Thank you for the funding so far.<br>,car,Car Loan,446xx,OH,26.61,0.0,Nov-1981,3.0,,,14.0,0.0,66461.0,0.5,32.0,f,3398.75,3381.57,15818.39,15739.58,11601.24,4217.15,0.0,0.0,0.0,Jan-2016,323.53,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034396,1264003,16450.0,16450.0,16450.0, 60 months,17.27,411.22,D,D3,voss village cadillac,6 years,RENT,38000.0,Verified,Dec-2011,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034396,"  Borrower added on 11/21/11 > I have been employed at this current location for over 6 years &amp; I have never been unemployed with over 30 years in the workforce, the goal with this loan is to consolidate cedit card bills used to pay for prior medical bills &amp; allow me to repay  this loan quickly &amp; establish a savings as well, to not be put in this financial environment again,<br>",credit_card,second chance,454xx,OH,24.85,0.0,Jul-1992,1.0,77.0,,13.0,0.0,22664.0,74.9,18.0,f,4091.08,4091.08,20163.98,20163.98,12358.93,7805.05,0.0,0.0,0.0,Jan-2016,411.22,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034389,1263996,2500.0,2500.0,2500.0, 36 months,15.27,87.0,C,C4,pacific medical systems,< 1 year,RENT,39420.0,Source Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034389,"  Borrower added on 11/19/11 > I will ustiilize  these funds to build my credit and consolidate my bills. <br>I have been paying my bills on time. <br>My job is stable , I work a full time position. I hope you will consider my request.<br> Borrower added on 11/20/11 > I have been consistently  paying all my bills on time, I had no delinquient reports or late payments on my credit reports for the past 2 years going forward , that is why my credit score has been improving. I work a full time job and I have been in this same medical field for over 15 years. I plan on utilizing the loan to consolidate my bills and pay off my high interest credit cards. <br>",other,personal loan ,968xx,HI,21.61,2.0,Apr-2000,3.0,17.0,,15.0,0.0,5575.0,58.7,27.0,f,0.0,0.0,2809.91,2809.91,2500.0,309.91,0.0,0.0,0.0,Nov-2012,1940.23,,Oct-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1031076,1260505,6200.0,6200.0,6200.0, 36 months,7.9,194.0,A,A4,Margaritaville Beach Hotel,< 1 year,OWN,15000.0,Source Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031076,,major_purchase,5th Wheel Purchase,325xx,FL,7.6,0.0,Mar-2007,0.0,,,7.0,0.0,1670.0,12.4,10.0,f,0.0,0.0,6983.09756916,6983.1,6200.0,783.1,0.0,0.0,0.0,Dec-2014,199.34,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034326,1263925,12000.0,12000.0,12000.0, 36 months,12.69,402.54,B,B5,UPS,10+ years,RENT,62000.0,Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034326,"  Borrower added on 11/19/11 > I have been working for UPS since I was 18. I'm just trying to consolidates all my credit cards into one loan. Also, I will try to pay off loan within 2yrs<br>",credit_card,debit free,071xx,NJ,22.66,0.0,Apr-2001,3.0,58.0,,11.0,0.0,15588.0,61.4,29.0,f,0.0,0.0,14301.9873505,14301.99,12000.0,2301.99,0.0,0.0,0.0,Mar-2014,3859.09,,Aug-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034112,1263695,10000.0,10000.0,10000.0, 36 months,14.27,343.09,C,C2,Nationstar Mortgage,2 years,RENT,45000.0,Not Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034112,,credit_card,credit card consolidation,750xx,TX,4.93,0.0,Sep-2005,0.0,,,3.0,0.0,7166.0,82.4,4.0,f,0.0,0.0,12346.4048108,12346.4,10000.0,2346.4,0.0,0.0,0.0,Dec-2014,358.27,,Aug-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1032244,1261706,4800.0,4800.0,4800.0, 36 months,16.29,169.45,D,D1,Manpower,10+ years,OWN,30000.0,Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1032244,,debt_consolidation,Peace of Mind,559xx,MN,16.72,0.0,Aug-2006,0.0,,,9.0,0.0,6066.0,87.9,12.0,f,0.0,0.0,5700.99,5700.99,4800.0,900.99,0.0,0.0,0.0,May-2013,2993.02,,Dec-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034124,1263708,17050.0,17050.0,17050.0, 36 months,12.69,571.94,B,B5,Tustin Unified ,7 years,MORTGAGE,60000.0,Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034124,  Borrower added on 11/22/11 > The reason I am trying to consolidate now is I want to save money for my wedding. My credit card interest rate is 24.5% and this seemed like a better deal than paying that off. I also have student loans to pay off.<br>,debt_consolidation,Credit Card,928xx,CA,20.84,0.0,Nov-1998,1.0,,,12.0,0.0,24451.0,74.5,46.0,f,0.0,0.0,19175.71,19175.71,17050.0,2125.71,0.0,0.0,0.0,Feb-2013,11767.81,,Jan-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034335,1263935,15000.0,15000.0,14975.0, 60 months,22.74,420.62,G,G1,COMPEX LEGAL SERVICES,10+ years,MORTGAGE,70000.0,Verified,Dec-2011,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034335,"  Borrower added on 11/19/11 > I PLAN TO PAYOFF AN UNSECURED LOAN AND NUMEREOUS CREDIT CARDS. I HAVE BEEN EMPLOYED FOR 16 YRS WITH THE SAME EMPLOYER WITH A STABLE HISTORY IN REGARDS TO JOB SECURITY.,<br>",debt_consolidation,Debt Consolidation Loan,975xx,OR,22.32,0.0,Dec-1996,0.0,,,12.0,0.0,22977.0,98.2,17.0,f,4144.74,4137.82,20601.8,20567.48,10855.26,9746.54,0.0,0.0,0.0,Jan-2016,420.62,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1033959,1263746,12700.0,12700.0,12700.0, 36 months,14.27,435.73,C,C2,fudpuckers,3 years,RENT,23000.0,Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1033959,,debt_consolidation,debt payoff,325xx,FL,10.07,0.0,Oct-2006,1.0,,,6.0,0.0,10181.0,61.7,15.0,f,0.0,0.0,15502.5157065,15502.52,12700.0,2802.52,0.0,0.0,0.0,Apr-2014,3754.97,,Apr-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034117,1263700,35000.0,35000.0,34975.0, 60 months,19.91,925.54,E,E4,Janus Capital Group,5 years,MORTGAGE,110000.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034117,,debt_consolidation,Debt Consolidation,801xx,CO,10.9,1.0,Jan-1987,0.0,17.0,,7.0,0.0,17566.0,52.8,18.0,f,0.0,0.0,52570.967303,52533.43,35000.0,17570.97,0.0,0.0,0.0,Mar-2015,17407.47,,Mar-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034017,1263597,12000.0,12000.0,12000.0, 60 months,20.3,319.94,E,E5,U.S. Navy,5 years,MORTGAGE,48000.0,Source Verified,Dec-2011,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034017,"  Borrower added on 11/19/11 > I am requesting a line of credit for home improvements and furnishings. I have been serving in the United States Navy for the past five years with plans to continue with my active duty service. I have recently purchased a new home, and as closing is coming to an end I am trying to fill the residence with up to date appliances, furnishings as well as minor repairs. This will hopefully ease the transition for my family and I with moving from one place to another by establishing a permanent residence. For those curious about my credit my current score is 667 through TransUnion. There may be an item listed for a late payment but it is in the process of being corrected (Equifax) due to clerical errors. I have never failed to meet the requirements on a financial agreement nor have I declared bankruptcy. Thank you for investing in the welfare and future of my family and I. <br>",home_improvement,Home Improvement,234xx,VA,14.65,0.0,Jun-2007,2.0,,,5.0,0.0,8466.0,77.0,8.0,f,0.0,0.0,13486.9,13486.9,5503.11,5653.19,0.0,2330.6,412.02,Nov-2014,319.94,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034316,1263912,15000.0,15000.0,14975.0, 60 months,19.91,396.66,E,E4,Franklin County Public Health,2 years,RENT,48000.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034316,  Borrower added on 11/23/11 > I plan on using my loan to pay off all my high interest credit cards and department store cards. Which will allow me to save up for a down payment on my first home and I would like to take my parents on a trip back to their country of origins. <br>,debt_consolidation,Debt Consolidation Loan,432xx,OH,20.82,0.0,Dec-2001,0.0,35.0,,11.0,0.0,10589.0,81.5,23.0,f,0.0,0.0,21534.0827945,21498.2,15000.0,6514.27,19.8120027227,0.0,0.0,Aug-2014,9227.93,,Aug-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034236,1263827,24000.0,24000.0,23925.0, 60 months,19.03,622.97,E,E2,Texas Children's Hospital,< 1 year,RENT,70000.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034236,,credit_card,Credit cards Payment ,775xx,TX,17.67,0.0,Nov-2006,1.0,,,6.0,0.0,20168.0,85.8,12.0,f,0.0,0.0,27277.6,27192.46,24000.0,3277.6,0.0,0.0,0.0,Sep-2012,22302.71,,Aug-2012,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034299,1263895,35000.0,35000.0,34972.5039342, 60 months,19.42,916.03,E,E3,Red Rock Hotel Casino,10+ years,MORTGAGE,185000.0,Verified,Dec-2011,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034299,  Borrower added on 11/28/11 > I work for a great company and I have been with them since September of 1995.  I have never been late on any payments on loans that I have now or have had in the past.  My children are all now raised on are on their own financially.  During this countries financial crisis my current creditors cut my credit and raised interest rates even though I had been a long time customer and never been late on a payment.  I want to pay them all off with one loan that I will be able to subsequently pay off over a five year period.<br>,credit_card,Credit Card Consolidation,891xx,NV,16.72,0.0,Aug-1983,0.0,,,16.0,0.0,26640.0,89.6,37.0,f,9175.4,9168.8,44858.17,44819.68,25824.6,19033.57,0.0,0.0,0.0,Jan-2016,916.03,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034287,1263882,11200.0,11200.0,11200.0, 36 months,17.27,400.82,D,D3,The Animal Foundation,2 years,RENT,36840.0,Not Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034287,  Borrower added on 11/19/11 > Auto/credit card consolidation.<br>,debt_consolidation,Debt Consolidation,890xx,NV,14.07,0.0,Sep-2003,0.0,47.0,,2.0,0.0,7661.0,95.8,5.0,f,0.0,0.0,14425.2945364,14425.29,11200.0,3225.29,0.0,0.0,0.0,Dec-2014,411.15,,Mar-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1034063,1263643,7000.0,7000.0,7000.0, 36 months,11.71,231.54,B,B3,Walt Disney World Co.,10+ years,RENT,50000.0,Verified,Nov-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034063,,credit_card,Honda refinancing,328xx,FL,24.24,0.0,Aug-1997,1.0,,,10.0,0.0,14450.0,93.2,32.0,f,0.0,0.0,8332.98809358,8332.99,7000.0,1332.99,0.0,0.0,0.0,Dec-2014,239.49,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
